study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	submitted_md5	submitted_ftp	sample_alias
PRJEB57967	SAMEA112182186	ERX10072361	ERR10558758	447426	human oral metagenome	ad0824af112329e0de1602e6b6246c22;599ec6e02665c5548a2f9e5c2829ce8f	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558758/SJ1147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558758/SJ1147_2.fastq.gz	SJ1147
PRJEB57967	SAMEA112181926	ERX10072364	ERR10558761	447426	human oral metagenome	a41aab3a2e883d6cbe8ffc2cc705ded3;bdeaaff7afe0c9dda9c0b48c112492b9	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558761/SJ1150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558761/SJ1150_2.fastq.gz	SJ1150
PRJEB57967	SAMEA112181927	ERX10072417	ERR10558814	447426	human oral metagenome	6aacc2035a6138f4f08ea3fd88b430af;fae8a9baf30d35fe42f7d9d47e7097f6	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558814/SJ1204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558814/SJ1204_2.fastq.gz	SJ1204
PRJEB57967	SAMEA112182040	ERX10072366	ERR10558763	447426	human oral metagenome	bed839a4f803cee27ed1cbf970e1d65f;308e0976754cb5a0a101a71a2dd48239	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558763/SJ1152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558763/SJ1152_2.fastq.gz	SJ1152
PRJEB57967	SAMEA112182593	ERX10072421	ERR10558818	447426	human oral metagenome	172bf930622a5d309bc465fce759652d;b02d4655842f6424ac8a15b128965bc8	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558818/SJ1208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558818/SJ1208_2.fastq.gz	SJ1208
PRJEB57967	SAMEA112181948	ERX10072367	ERR10558764	447426	human oral metagenome	2f7393a4ed6bbf20b02d741fedd08ecd;6a8a6770493d2fd42f7e2fd7cb74efa7	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558764/SJ1153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558764/SJ1153_2.fastq.gz	SJ1153
PRJEB57967	SAMEA112181985	ERX10072424	ERR10558821	447426	human oral metagenome	0789474d7899d6e9915d6b5332cc6701;a49eb154c7d7f67f38ade8c1964ec3e3	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558821/SJ1212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558821/SJ1212_2.fastq.gz	SJ1212
PRJEB57967	SAMEA112182135	ERX10072369	ERR10558766	447426	human oral metagenome	b0dddb20ce2b17a5cd077cf01afb4816;a4627e2a124fe362676e44aa6f563de5	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558766/SJ1155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558766/SJ1155_2.fastq.gz	SJ1155
PRJEB57967	SAMEA112182287	ERX10072429	ERR10558826	447426	human oral metagenome	2332bf06036d9272ee1774fed2c182e2;6d026b040381e1941786990615b204ff	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558826/SJ1217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558826/SJ1217_2.fastq.gz	SJ1217
PRJEB57967	SAMEA112181952	ERX10072375	ERR10558772	447426	human oral metagenome	115fd716e2863709c5dfd14f770738c2;14120e455e7c322b08749c328df095ae	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558772/SJ1162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558772/SJ1162_2.fastq.gz	SJ1162
PRJEB57967	SAMEA112182401	ERX10072431	ERR10558828	447426	human oral metagenome	5a2b4d0b506cae201c47f8a4ac574c83;6314730d54af19589b661126d3af62f4	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558828/SJ1219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558828/SJ1219_2.fastq.gz	SJ1219
PRJEB57967	SAMEA112182316	ERX10072377	ERR10558774	447426	human oral metagenome	f1cbda1fd281e35fbb38d19f0dbba808;2573990f482db2c1cdf5fa35906eccf6	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558774/SJ1164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558774/SJ1164_2.fastq.gz	SJ1164
PRJEB57967	SAMEA112182270	ERX10072434	ERR10558831	447426	human oral metagenome	e8484d8d4d9eaca5f7de4e66974ea4eb;033a1dbd5fbca75294c215ef28b43226	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558831/SJ1222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558831/SJ1222_2.fastq.gz	SJ1222
PRJEB57967	SAMEA112182417	ERX10072378	ERR10558775	447426	human oral metagenome	a10e606bf363cfd87069db68e052573a;9e99a13a5cd04ce883ba9781e024aa42	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558775/SJ1165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558775/SJ1165_2.fastq.gz	SJ1165
PRJEB57967	SAMEA112182131	ERX10072437	ERR10558834	447426	human oral metagenome	4fdb2e51be011943e6636101ad90bd37;53446f1d21189000db1aff6d9681510a	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558834/SJ1225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558834/SJ1225_2.fastq.gz	SJ1225
PRJEB57967	SAMEA112182161	ERX10072439	ERR10558836	447426	human oral metagenome	fb701495dfb5fbd60a2f6303e8165eeb;bacc591873c454973ab3b66db39596c7	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558836/SJ1227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558836/SJ1227_2.fastq.gz	SJ1227
PRJEB57967	SAMEA112182162	ERX10072379	ERR10558776	447426	human oral metagenome	a842953c172797eaef3e8971c1ab204a;5e2c2799ec151ec408618f30b14ffda3	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558776/SJ1166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558776/SJ1166_2.fastq.gz	SJ1166
PRJEB57967	SAMEA112181960	ERX10072440	ERR10558837	447426	human oral metagenome	1d74f2d4440ca4664aaca1424959e153;30453967db463aa905c69b5076e320cc	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558837/SJ1228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558837/SJ1228_2.fastq.gz	SJ1228
PRJEB57967	SAMEA112182043	ERX10072380	ERR10558777	447426	human oral metagenome	fce07c7348f45edfd6dea15e022cb6df;a4abfb9e890b92cd18fca433177b7299	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558777/SJ1167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558777/SJ1167_2.fastq.gz	SJ1167
PRJEB57967	SAMEA112182597	ERX10072381	ERR10558778	447426	human oral metagenome	094e1341c2e3072e6a680b74a1c4db32;4c9ca15f170333062e531dd09e85a135	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558778/SJ1168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558778/SJ1168_2.fastq.gz	SJ1168
PRJEB57967	SAMEA112182181	ERX10072382	ERR10558779	447426	human oral metagenome	83ad14c6ad3a9dde4c3aa6aa515c01df;a5c985ee2cb12d354ba9dbd3258e984d	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558779/SJ1169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558779/SJ1169_2.fastq.gz	SJ1169
PRJEB57967	SAMEA112181959	ERX10072384	ERR10558781	447426	human oral metagenome	3c4c404e335fac5bf513f04144a89ab3;beb78ebe12da7f032641bc3c560cfdfa	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558781/SJ1171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558781/SJ1171_2.fastq.gz	SJ1171
PRJEB57967	SAMEA112182039	ERX10072443	ERR10558840	447426	human oral metagenome	d924f3c72f34011a9f116e6ecec0608c;6031fd5ed016926358942775cecbe482	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558840/SJ1231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558840/SJ1231_2.fastq.gz	SJ1231
PRJEB57967	SAMEA112181961	ERX10072385	ERR10558782	447426	human oral metagenome	58e2474263c2cf306f4eb3032d30d687;e0aa1a15ad7da16d8c34a686050c9536	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558782/SJ1172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558782/SJ1172_2.fastq.gz	SJ1172
PRJEB57967	SAMEA112182195	ERX10072444	ERR10558841	447426	human oral metagenome	2c6bb332ca9bb55918f9cbad96a7eb91;12c3b7b332a151693f0b1dbc3481bc7d	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558841/SJ1232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558841/SJ1232_2.fastq.gz	SJ1232
PRJEB57967	SAMEA112182324	ERX10072389	ERR10558786	447426	human oral metagenome	a88c4fa8ee2f18170ce3a733eeb855d3;5ea1f3c37d9beaeb979fc2809de3761e	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558786/SJ1176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558786/SJ1176_2.fastq.gz	SJ1176
PRJEB57967	SAMEA112182364	ERX10072445	ERR10558842	447426	human oral metagenome	6943bc3a4b59c5f1c2b480f1176e429b;0d265be67900cc21498b76081232d773	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558842/SJ1233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558842/SJ1233_2.fastq.gz	SJ1233
PRJEB57967	SAMEA112182068	ERX10072396	ERR10558793	447426	human oral metagenome	7a86ad727ce799abdc8800bece9c5b7e;7308af10de0de634a26b3aeda32d36ed	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558793/SJ1183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558793/SJ1183_2.fastq.gz	SJ1183
PRJEB57967	SAMEA112182388	ERX10072446	ERR10558843	447426	human oral metagenome	0f88f03f663420446a3c70dcc21b2895;dffdf2ffa3f1604067e2e05924c5040e	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558843/SJ1234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558843/SJ1234_2.fastq.gz	SJ1234
PRJEB57967	SAMEA112182510	ERX10072397	ERR10558794	447426	human oral metagenome	6cff8a5a13d44ea509377b6f26859233;a4fddc02a96b27721d461878ae2c11cb	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558794/SJ1184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558794/SJ1184_2.fastq.gz	SJ1184
PRJEB57967	SAMEA112182476	ERX10072410	ERR10558807	447426	human oral metagenome	3e80900970a91daa4007b760cd266c82;437c84164cfab6ae7cf64c783986c794	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558807/SJ1197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558807/SJ1197_2.fastq.gz	SJ1197
PRJEB57967	SAMEA112182320	ERX10072448	ERR10558845	447426	human oral metagenome	a8d761fa5bba7f0340cc7ca3ec77f387;53c78af4d9ad701ca8db6e592964c0b5	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558845/SJ1236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558845/SJ1236_2.fastq.gz	SJ1236
PRJEB57967	SAMEA112182570	ERX10072449	ERR10558846	447426	human oral metagenome	3839b0064393e6455a17fac56bb8bfe5;6a4bcc07c8ac4b4721f743028cb312d1	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558846/SJ1237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558846/SJ1237_2.fastq.gz	SJ1237
PRJEB57967	SAMEA112182582	ERX10072451	ERR10558848	447426	human oral metagenome	1e81ef3ea043a3ea88ca0a99c1c2be3d;855cb47b56be6f071bdd9b61e06df563	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558848/SJ1239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558848/SJ1239_2.fastq.gz	SJ1239
PRJEB57967	SAMEA112182347	ERX10072454	ERR10558851	447426	human oral metagenome	9bf9be123dc7be343532dc9c8f557ad0;411b99283428ef7a0cf832e7947b4b94	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558851/SJ1242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558851/SJ1242_2.fastq.gz	SJ1242
PRJEB57967	SAMEA112182203	ERX10072457	ERR10558854	447426	human oral metagenome	f24044d3d37c83430fa4472b4b1eaa62;2f5c0fef8b75eb07043ed3cc7421eaf4	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558854/SJ1245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558854/SJ1245_2.fastq.gz	SJ1245
PRJEB57967	SAMEA112182215	ERX10072459	ERR10558856	447426	human oral metagenome	2d3185cfc13e6426bac9e2e8a273682d;597f6e2eadfcfa9831f1751443cc3947	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558856/SJ1247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558856/SJ1247_2.fastq.gz	SJ1247
PRJEB57967	SAMEA112181989	ERX10072412	ERR10558809	447426	human oral metagenome	e96fa4bbc7fdf0cca267c45804c1f6b9;535fb851b8214c007a0e39f376f15a3a	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558809/SJ1199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558809/SJ1199_2.fastq.gz	SJ1199
PRJEB57967	SAMEA112182211	ERX10072461	ERR10558858	447426	human oral metagenome	f3c83b54b99efa60dc3b79026e0e0dcc;7916a9032e0c94f115e14b9508fe2389	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558858/SJ1249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558858/SJ1249_2.fastq.gz	SJ1249
PRJEB57967	SAMEA112182132	ERX10072414	ERR10558811	447426	human oral metagenome	0d21655043aa1ff3841ed79d6a649ba4;edee9f6911bda76cab84c937226ebc2d	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558811/SJ1201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558811/SJ1201_2.fastq.gz	SJ1201
PRJEB57967	SAMEA112182189	ERX10072462	ERR10558859	447426	human oral metagenome	4d12b27c6b474d44b13cdd04d5fefa88;251bf91da842bd26d98576f4d8046f4c	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558859/SJ1250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558859/SJ1250_2.fastq.gz	SJ1250
PRJEB57967	SAMEA112182390	ERX10072463	ERR10558860	447426	human oral metagenome	4dde2f720cb29050d78a19b7bec38a42;bb28a2039705c45cd8642be5151b014c	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558860/SJ1251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558860/SJ1251_2.fastq.gz	SJ1251
PRJEB57967	SAMEA112182212	ERX10072466	ERR10558863	447426	human oral metagenome	75dc1ad8dc1e87bc838c50d4025c64b0;8d54dc1f59c3f870491d9af6b28761c7	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558863/SJ1254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558863/SJ1254_2.fastq.gz	SJ1254
PRJEB57967	SAMEA112182169	ERX10072467	ERR10558864	447426	human oral metagenome	62fbf2b3e73f4980390a0538c3f17ee5;e1a8f5b9f76cafc7bc828add2b75f4c1	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558864/SJ1255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558864/SJ1255_2.fastq.gz	SJ1255
PRJEB57967	SAMEA112182013	ERX10072416	ERR10558813	447426	human oral metagenome	cbe7d9b88d895cfc0a45f57307efd91f;7deb13e2e6da47d8c9e9c9d55aaef2ef	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558813/SJ1203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558813/SJ1203_2.fastq.gz	SJ1203
PRJEB57967	SAMEA112182326	ERX10072419	ERR10558816	447426	human oral metagenome	f014659fa06e360ac1a06512166dc5d1;1ef8ce7003e21668c09bf7310aac3c49	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558816/SJ1206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558816/SJ1206_2.fastq.gz	SJ1206
PRJEB57967	SAMEA112182594	ERX10072425	ERR10558822	447426	human oral metagenome	b1ff9b204604848856af84135580e1c8;d9c1449ebc177b74b388300906826902	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558822/SJ1213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558822/SJ1213_2.fastq.gz	SJ1213
PRJEB57967	SAMEA112182418	ERX10072427	ERR10558824	447426	human oral metagenome	4d6eda36d73ead96af0be500bcd64e86;a7eb545686e1ebe56a92aa6fc2acedc6	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558824/SJ1215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558824/SJ1215_2.fastq.gz	SJ1215
PRJEB57967	SAMEA112182450	ERX10072428	ERR10558825	447426	human oral metagenome	d473ebbba8c9651e80f66a73b637ea72;df31ab95cd89968ac163a3ba0357c7b7	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558825/SJ1216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558825/SJ1216_2.fastq.gz	SJ1216
PRJEB57967	SAMEA112182227	ERX10072435	ERR10558832	447426	human oral metagenome	5b802c1bc359140e809ddf1f30581577;e857e9ea51804784840e9cf90dff004a	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558832/SJ1223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558832/SJ1223_2.fastq.gz	SJ1223
PRJEB57967	SAMEA112182276	ERX10072436	ERR10558833	447426	human oral metagenome	e048eb609fe71aea9f66649c52220610;47e85951d7feaa2e39f7b8b82cb37ac7	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558833/SJ1224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558833/SJ1224_2.fastq.gz	SJ1224
PRJEB57967	SAMEA112182115	ERX10072438	ERR10558835	447426	human oral metagenome	59045de3d64e015c2c57a5e4be35a72f;cbc98d2be20543134fe649be22e0bbf2	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558835/SJ1226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558835/SJ1226_2.fastq.gz	SJ1226
PRJEB57967	SAMEA112182344	ERX10072441	ERR10558838	447426	human oral metagenome	fdc1426b8fccbdb5baa799b5c5b890d5;7df7305cbc75521d819681aa396977a2	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558838/SJ1229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558838/SJ1229_2.fastq.gz	SJ1229
PRJEB57967	SAMEA112181968	ERX10072442	ERR10558839	447426	human oral metagenome	799db7bc0ab66ed2c2565744ae9b758a;40e9f70f11c2de4cbda22a9e6fe3fde3	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558839/SJ1230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558839/SJ1230_2.fastq.gz	SJ1230
PRJEB57967	SAMEA112182087	ERX10072452	ERR10558849	447426	human oral metagenome	a0c005684f4169072faf707bc5d71344;4fd4f91212a459ca5f2c09a669c5e13b	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558849/SJ1240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558849/SJ1240_2.fastq.gz	SJ1240
PRJEB57967	SAMEA112182473	ERX10072453	ERR10558850	447426	human oral metagenome	04d4491aeee666d68b73bd9666216f32;0a944b1f0884491c657685fb7c4a7ddc	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558850/SJ1241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558850/SJ1241_2.fastq.gz	SJ1241
PRJEB57967	SAMEA112182569	ERX10072455	ERR10558852	447426	human oral metagenome	c64477387514d01b36d206a94a26febb;ae43ca4c9d2db88bea73765d0de25d59	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558852/SJ1243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558852/SJ1243_2.fastq.gz	SJ1243
PRJEB57967	SAMEA112182377	ERX10072456	ERR10558853	447426	human oral metagenome	b5b41a3ce5ab8bbde4b335c048786cb5;95c3a0fca6ad239456dbcf06a767283c	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558853/SJ1244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558853/SJ1244_2.fastq.gz	SJ1244
PRJEB57967	SAMEA112181992	ERX10072468	ERR10558865	447426	human oral metagenome	8ac91e2ff7db69d2411add913b7cec5b;9f50c27927740afae7e1b3ddb040f283	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558865/SJ1256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558865/SJ1256_2.fastq.gz	SJ1256
PRJEB57967	SAMEA112182235	ERX10072469	ERR10558866	447426	human oral metagenome	92176ccd722f16d42045bee13742b0e6;9fc8b7e1222dfb962c85e1011689e6f0	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558866/SJ1257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558866/SJ1257_2.fastq.gz	SJ1257
PRJEB57967	SAMEA112182354	ERX10072470	ERR10558867	447426	human oral metagenome	9a4f0012f99b255529784437ebd50d24;28605fd0a0ee51afb6e800806c5398ff	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558867/SJ1259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558867/SJ1259_2.fastq.gz	SJ1259
PRJEB57967	SAMEA112182238	ERX10072471	ERR10558868	447426	human oral metagenome	9adff5e76e23e3b6ee2934ba7216cf75;c394def9ae674f3273f52178038799a4	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558868/SJ1260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558868/SJ1260_2.fastq.gz	SJ1260
PRJEB57967	SAMEA112182231	ERX10072473	ERR10558870	447426	human oral metagenome	d62963c8e74736aa67b4e692946ef1bb;28f96f1d92ba3354fd9e7ed2adeb9f5d	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558870/SJ1262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558870/SJ1262_2.fastq.gz	SJ1262
PRJEB57967	SAMEA112182254	ERX10072474	ERR10558871	447426	human oral metagenome	3c8533e79afb663f7c64f42a9f78650e;d866784564a7e35b34a7d5aac03e14f1	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558871/SJ1263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558871/SJ1263_2.fastq.gz	SJ1263
PRJEB57967	SAMEA112182598	ERX10072475	ERR10558872	447426	human oral metagenome	4b91efe3c3d591f4f47d802f59c650b2;19503af74e4e970b0c19d0fef275b41e	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558872/SJ1264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558872/SJ1264_2.fastq.gz	SJ1264
PRJEB57967	SAMEA112182362	ERX10072478	ERR10558875	447426	human oral metagenome	b8462a3b6aeacc917c3e431d5f8f1760;2b660032ba6aaddfd50b5d55e0af5e02	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558875/SJ1267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558875/SJ1267_2.fastq.gz	SJ1267
PRJEB57967	SAMEA112181988	ERX10072483	ERR10558880	447426	human oral metagenome	3de673481ba7081fb224d20edd8b8987;84174f5b93332cffd11302bf8f91aa0f	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558880/SJ1272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558880/SJ1272_2.fastq.gz	SJ1272
PRJEB57967	SAMEA112182191	ERX10072493	ERR10558890	447426	human oral metagenome	a535bd30cee760d8b2822209ff380d07;cda982f1a49db0ed1f3f8c2760d7df2c	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558890/SJ1285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558890/SJ1285_2.fastq.gz	SJ1285
PRJEB57967	SAMEA112182268	ERX10072497	ERR10558894	447426	human oral metagenome	f45de2240b8bdd1c3487be96c0ff91ef;36d90442e4391371059a682531cb67ce	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558894/SJ1289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558894/SJ1289_2.fastq.gz	SJ1289
PRJEB57967	SAMEA112182589	ERX10072498	ERR10558895	447426	human oral metagenome	a7aaeebcf5a4a0f8c8fadb97f75b4367;28fb873f41ffde43488bba829bb56e8e	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558895/SJ1290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558895/SJ1290_2.fastq.gz	SJ1290
PRJEB57967	SAMEA112182419	ERX10072500	ERR10558897	447426	human oral metagenome	6aad9bd7079ab53a989ba31044165f79;5730dcc8d0340028c1fac4f6f0c2bfbd	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558897/SJ1292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558897/SJ1292_2.fastq.gz	SJ1292
PRJEB57967	SAMEA112182360	ERX10072503	ERR10558900	447426	human oral metagenome	cc44ca303b3d8f8b8d60eec8217ef13f;64677ae438d4db29800664d923d8377d	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558900/SJ1295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR10558900/SJ1295_2.fastq.gz	SJ1295
