study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJDB4107	SAMD00036031	DRX037554	DRR041920	447426	human oral metagenome	2eced51d28e0ece63f7af6adf0bd8f9d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041920/DRR041920.fastq.gz	SAMD00036031
PRJDB4107	SAMD00037892	DRX039367	DRR043817	447426	human oral metagenome	f01a55ac150b013055193b40d5ba0222	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043817/DRR043817.fastq.gz	SAMD00037892
PRJDB4107	SAMD00037897	DRX039372	DRR043822	447426	human oral metagenome	23d43fe92d9827cf0c34d73c48d208bf	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043822/DRR043822.fastq.gz	SAMD00037897
PRJDB4107	SAMD00036034	DRX037557	DRR041923	447426	human oral metagenome	a8e0657b52a6db350ef48dd4a8951837	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041923/DRR041923.fastq.gz	SAMD00036034
PRJDB4107	SAMD00037899	DRX039374	DRR043824	447426	human oral metagenome	23c7ef41558d9dfb5e87e00ff4dec32d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043824/DRR043824.fastq.gz	SAMD00037899
PRJDB4107	SAMD00036039	DRX037562	DRR041928	447426	human oral metagenome	5c2654aa637fcb432e35d5c34bd5bc68	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041928/DRR041928.fastq.gz	SAMD00036039
PRJDB4107	SAMD00037900	DRX039375	DRR043825	447426	human oral metagenome	a71b18cb0a2b549ff764b451d0a41805	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043825/DRR043825.fastq.gz	SAMD00037900
PRJDB4107	SAMD00036042	DRX037565	DRR041931	447426	human oral metagenome	abe56990d43d25e9100c0090be13f859	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041931/DRR041931.fastq.gz	SAMD00036042
PRJDB4107	SAMD00037901	DRX039376	DRR043826	447426	human oral metagenome	d8694f2abc80762c1d47842768c66dec	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043826/DRR043826.fastq.gz	SAMD00037901
PRJDB4107	SAMD00036045	DRX037568	DRR041934	447426	human oral metagenome	2ed621320289b61c46d7858585a443a5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041934/DRR041934.fastq.gz	SAMD00036045
PRJDB4107	SAMD00037903	DRX039378	DRR043828	447426	human oral metagenome	534be5022bcce750763be34fc1139b5c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043828/DRR043828.fastq.gz	SAMD00037903
PRJDB4107	SAMD00036047	DRX037570	DRR041936	447426	human oral metagenome	188fb15e660c88d071caae08a6b321e9	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041936/DRR041936.fastq.gz	SAMD00036047
PRJDB4107	SAMD00037904	DRX039379	DRR043829	447426	human oral metagenome	162084084c7f5413c02c309b3c3c997e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043829/DRR043829.fastq.gz	SAMD00037904
PRJDB4107	SAMD00036052	DRX037575	DRR041941	447426	human oral metagenome	184714b5db8e9dd14a582b275b9a9b0c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041941/DRR041941.fastq.gz	SAMD00036052
PRJDB4107	SAMD00037905	DRX039380	DRR043830	447426	human oral metagenome	d77fc6f692e83e3e172353f7cfadb4e1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043830/DRR043830.fastq.gz	SAMD00037905
PRJDB4107	SAMD00036053	DRX037576	DRR041942	447426	human oral metagenome	c509f297601b564a0b21cae48049b317	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041942/DRR041942.fastq.gz	SAMD00036053
PRJDB4107	SAMD00037906	DRX039381	DRR043831	447426	human oral metagenome	d3b0b67e1cef733c20ead02839bd1613	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043831/DRR043831.fastq.gz	SAMD00037906
PRJDB4107	SAMD00036056	DRX037579	DRR041945	447426	human oral metagenome	dc7c272d84dad6454813fbfb00dd7e59	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041945/DRR041945.fastq.gz	SAMD00036056
PRJDB4107	SAMD00037907	DRX039382	DRR043832	447426	human oral metagenome	c697c4a87785663e8fcf8c28aa757116	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043832/DRR043832.fastq.gz	SAMD00037907
PRJDB4107	SAMD00036059	DRX037582	DRR041948	447426	human oral metagenome	dc779d62b9ae6be0132a9ecc5c0382fa	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041948/DRR041948.fastq.gz	SAMD00036059
PRJDB4107	SAMD00037919	DRX039394	DRR043844	447426	human oral metagenome	944c8ebd5287cd27ef0192757fc52537	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043844/DRR043844.fastq.gz	SAMD00037919
PRJDB4107	SAMD00036070	DRX037593	DRR041959	447426	human oral metagenome	aff3f6a872c6753927ba49f72bc5c616	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041959/DRR041959.fastq.gz	SAMD00036070
PRJDB4107	SAMD00037920	DRX039395	DRR043845	447426	human oral metagenome	cdeeb7fb2747d26a6b625b440576ccd0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043845/DRR043845.fastq.gz	SAMD00037920
PRJDB4107	SAMD00036075	DRX037598	DRR041964	447426	human oral metagenome	4190e1b4b5879ff925215038f2d2d7f7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041964/DRR041964.fastq.gz	SAMD00036075
PRJDB4107	SAMD00036076	DRX037599	DRR041965	447426	human oral metagenome	c53153d1385e390c12849fda4c3086fb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041965/DRR041965.fastq.gz	SAMD00036076
PRJDB4107	SAMD00037924	DRX039399	DRR043849	447426	human oral metagenome	7b16566339eafa996499a95e4c05c3a8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043849/DRR043849.fastq.gz	SAMD00037924
PRJDB4107	SAMD00037928	DRX039403	DRR043853	447426	human oral metagenome	35c2d3b24d13ab6d33bd266198298191	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043853/DRR043853.fastq.gz	SAMD00037928
PRJDB4107	SAMD00037930	DRX039405	DRR043855	447426	human oral metagenome	40e13b9531fcc081455ebf9518056b44	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043855/DRR043855.fastq.gz	SAMD00037930
PRJDB4107	SAMD00036077	DRX037600	DRR041966	447426	human oral metagenome	d1b293ab0006b1456a1b7ca25b993fda	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041966/DRR041966.fastq.gz	SAMD00036077
PRJDB4107	SAMD00037934	DRX039409	DRR043859	447426	human oral metagenome	53a1ab66a31eca4aebe471ba726ba48d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043859/DRR043859.fastq.gz	SAMD00037934
PRJDB4107	SAMD00036078	DRX037601	DRR041967	447426	human oral metagenome	292ba60ad0691cf37586d8b9ddb33b67	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041967/DRR041967.fastq.gz	SAMD00036078
PRJDB4107	SAMD00037936	DRX039411	DRR043861	447426	human oral metagenome	3b83726ee36715a6122c3569baaf8fb7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043861/DRR043861.fastq.gz	SAMD00037936
PRJDB4107	SAMD00036079	DRX037602	DRR041968	447426	human oral metagenome	7bf4ab6a1eb51d5b03fb1a3b81b67d8e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041968/DRR041968.fastq.gz	SAMD00036079
PRJDB4107	SAMD00037940	DRX039415	DRR043865	447426	human oral metagenome	2c63d3fa161ddaf9904e94843b3e4c85	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043865/DRR043865.fastq.gz	SAMD00037940
PRJDB4107	SAMD00036085	DRX037608	DRR041974	447426	human oral metagenome	80b27c02c8ea4153eda346e8e0e46a28	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041974/DRR041974.fastq.gz	SAMD00036085
PRJDB4107	SAMD00037942	DRX039417	DRR043867	447426	human oral metagenome	cb9baca9efe0d8f8dbb7930673f1bf91	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043867/DRR043867.fastq.gz	SAMD00037942
PRJDB4107	SAMD00037943	DRX039418	DRR043868	447426	human oral metagenome	d82c903c3e31c962be15e9c38025a891	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043868/DRR043868.fastq.gz	SAMD00037943
PRJDB4107	SAMD00036088	DRX037611	DRR041977	447426	human oral metagenome	efad5faac26ef6583b8e899d96542c83	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041977/DRR041977.fastq.gz	SAMD00036088
PRJDB4107	SAMD00037944	DRX039419	DRR043869	447426	human oral metagenome	c8b6b60b787e3e897abdd9ac0319ed7f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043869/DRR043869.fastq.gz	SAMD00037944
PRJDB4107	SAMD00036092	DRX037615	DRR041981	447426	human oral metagenome	0692f092b2698911cd78ea9e6a41243c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041981/DRR041981.fastq.gz	SAMD00036092
PRJDB4107	SAMD00037955	DRX039430	DRR043880	447426	human oral metagenome	41a5c7dc3152747b925513eb4dd6e7f9	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043880/DRR043880.fastq.gz	SAMD00037955
PRJDB4107	SAMD00036095	DRX037618	DRR041984	447426	human oral metagenome	075d25274ea591a3ded3281a4c801ee6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041984/DRR041984.fastq.gz	SAMD00036095
PRJDB4107	SAMD00037956	DRX039431	DRR043881	447426	human oral metagenome	260336838404d75fb70006bbd7a1809f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043881/DRR043881.fastq.gz	SAMD00037956
PRJDB4107	SAMD00036096	DRX037619	DRR041985	447426	human oral metagenome	6897902f8493d2e15aa58180942325e3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041985/DRR041985.fastq.gz	SAMD00036096
PRJDB4107	SAMD00037957	DRX039432	DRR043882	447426	human oral metagenome	fbcbaf695f4f953dab225bfbbec3ec73	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043882/DRR043882.fastq.gz	SAMD00037957
PRJDB4107	SAMD00036098	DRX037621	DRR041987	447426	human oral metagenome	91a9544875589166ef8eb67f73539c23	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041987/DRR041987.fastq.gz	SAMD00036098
PRJDB4107	SAMD00037960	DRX039435	DRR043885	447426	human oral metagenome	13f1c3eb9a61963c41a07eb2f20977d4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043885/DRR043885.fastq.gz	SAMD00037960
PRJDB4107	SAMD00036099	DRX037622	DRR041988	447426	human oral metagenome	fdad0e8616835de2b496e75787bd4c3d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041988/DRR041988.fastq.gz	SAMD00036099
PRJDB4107	SAMD00037961	DRX039436	DRR043886	447426	human oral metagenome	61336745ba8d2a3923127db14129efe4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043886/DRR043886.fastq.gz	SAMD00037961
PRJDB4107	SAMD00036103	DRX037626	DRR041992	447426	human oral metagenome	e1b073f3a0f76c14a108afb8d5d98664	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041992/DRR041992.fastq.gz	SAMD00036103
PRJDB4107	SAMD00037964	DRX039439	DRR043889	447426	human oral metagenome	273b0da35e68b76edeeba7994bbe50eb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043889/DRR043889.fastq.gz	SAMD00037964
PRJDB4107	SAMD00036106	DRX037629	DRR041995	447426	human oral metagenome	42ad84fe82aedbaa2d807fc4d54b5bd9	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041995/DRR041995.fastq.gz	SAMD00036106
PRJDB4107	SAMD00037965	DRX039440	DRR043890	447426	human oral metagenome	1930912273aafd45a477bba6f1dbcc03	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043890/DRR043890.fastq.gz	SAMD00037965
PRJDB4107	SAMD00036107	DRX037630	DRR041996	447426	human oral metagenome	4a3ff5f0969bc3ed5d076853dc1801b0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041996/DRR041996.fastq.gz	SAMD00036107
PRJDB4107	SAMD00037966	DRX039441	DRR043891	447426	human oral metagenome	24429b29718fe4a2376dbf238b10f75e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043891/DRR043891.fastq.gz	SAMD00037966
PRJDB4107	SAMD00037973	DRX039448	DRR043898	447426	human oral metagenome	b890c2a12854562e94e4a218c0e673c4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043898/DRR043898.fastq.gz	SAMD00037973
PRJDB4107	SAMD00036109	DRX037632	DRR041998	447426	human oral metagenome	f6fc3ef56b40dba9303dd6d9da155418	ftp.sra.ebi.ac.uk/vol1/fastq/DRR041/DRR041998/DRR041998.fastq.gz	SAMD00036109
PRJDB4107	SAMD00037974	DRX039449	DRR043899	447426	human oral metagenome	eb96a63dfb718fa8b4cdc4aa1537779a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043899/DRR043899.fastq.gz	SAMD00037974
PRJDB4107	SAMD00036111	DRX037634	DRR042000	447426	human oral metagenome	449ec9f3efc85f559d0c61db186bf94e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042000/DRR042000.fastq.gz	SAMD00036111
PRJDB4107	SAMD00037979	DRX039454	DRR043904	447426	human oral metagenome	e514063f499398ea5a535b866324741f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043904/DRR043904.fastq.gz	SAMD00037979
PRJDB4107	SAMD00036112	DRX037635	DRR042001	447426	human oral metagenome	c5ec68860ca198f2ed2a5fa6ebd6f5da	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042001/DRR042001.fastq.gz	SAMD00036112
PRJDB4107	SAMD00037980	DRX039455	DRR043905	447426	human oral metagenome	89ad059477bbadd6da05e8e20bd5a143	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043905/DRR043905.fastq.gz	SAMD00037980
PRJDB4107	SAMD00036117	DRX037640	DRR042006	447426	human oral metagenome	2ad76fb4259a0d29d2233560c408dd76	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042006/DRR042006.fastq.gz	SAMD00036117
PRJDB4107	SAMD00037985	DRX039460	DRR043910	447426	human oral metagenome	38a182e3c9d7f14c0b4894cf5c02b24e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043910/DRR043910.fastq.gz	SAMD00037985
PRJDB4107	SAMD00036118	DRX037641	DRR042007	447426	human oral metagenome	56df06a9a4f3cd4376228fd05f128fcd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042007/DRR042007.fastq.gz	SAMD00036118
PRJDB4107	SAMD00037986	DRX039461	DRR043911	447426	human oral metagenome	3821636b697fcc5699e14c0622051be8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043911/DRR043911.fastq.gz	SAMD00037986
PRJDB4107	SAMD00036121	DRX037644	DRR042010	447426	human oral metagenome	14e06f23230eb5eed9e11ec55476ceaf	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042010/DRR042010.fastq.gz	SAMD00036121
PRJDB4107	SAMD00037989	DRX039464	DRR043914	447426	human oral metagenome	82a6f8a23c166aae4ecd0a22a4446d26	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043914/DRR043914.fastq.gz	SAMD00037989
PRJDB4107	SAMD00036123	DRX037646	DRR042012	447426	human oral metagenome	ac7a51096cadeddff50fd5ac14c2b87d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042012/DRR042012.fastq.gz	SAMD00036123
PRJDB4107	SAMD00037990	DRX039465	DRR043915	447426	human oral metagenome	82324352eadc58bd4e7278e1ed9ee55a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043915/DRR043915.fastq.gz	SAMD00037990
PRJDB4107	SAMD00036124	DRX037647	DRR042013	447426	human oral metagenome	1ab902128f070d07df403fb8bacf021d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042013/DRR042013.fastq.gz	SAMD00036124
PRJDB4107	SAMD00037992	DRX039467	DRR043917	447426	human oral metagenome	183083965d560e687312b33e7fe1fa48	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043917/DRR043917.fastq.gz	SAMD00037992
PRJDB4107	SAMD00036125	DRX037648	DRR042014	447426	human oral metagenome	359b8be7f853a013bc46423bd8557f72	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042014/DRR042014.fastq.gz	SAMD00036125
PRJDB4107	SAMD00037996	DRX039471	DRR043921	447426	human oral metagenome	f8b5ab2dbdc3958dfa549031e645173d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043921/DRR043921.fastq.gz	SAMD00037996
PRJDB4107	SAMD00036126	DRX037649	DRR042015	447426	human oral metagenome	1d35c90072c98b21c1c27511ce72c307	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042015/DRR042015.fastq.gz	SAMD00036126
PRJDB4107	SAMD00037999	DRX039474	DRR043924	447426	human oral metagenome	6022ea05e753032eb9ed1859fb341dbc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043924/DRR043924.fastq.gz	SAMD00037999
PRJDB4107	SAMD00036127	DRX037650	DRR042016	447426	human oral metagenome	4a1dfff93124b87910c3142be23b74a7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042016/DRR042016.fastq.gz	SAMD00036127
PRJDB4107	SAMD00038000	DRX039475	DRR043925	447426	human oral metagenome	e3e3dd5a24b438d6e27c5f905644e311	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043925/DRR043925.fastq.gz	SAMD00038000
PRJDB4107	SAMD00036129	DRX037652	DRR042018	447426	human oral metagenome	ad5cd877e984baf4f86a9203438b6959	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042018/DRR042018.fastq.gz	SAMD00036129
PRJDB4107	SAMD00038004	DRX039479	DRR043929	447426	human oral metagenome	4e5cb22dbcb4d47e23db41d946e3f6ec	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043929/DRR043929.fastq.gz	SAMD00038004
PRJDB4107	SAMD00036132	DRX037655	DRR042021	447426	human oral metagenome	ce00cb8116e50c87aa4b8ccfc2736e5d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042021/DRR042021.fastq.gz	SAMD00036132
PRJDB4107	SAMD00038005	DRX039480	DRR043930	447426	human oral metagenome	eee8514652e87a16a66dd66bef0dc7a5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043930/DRR043930.fastq.gz	SAMD00038005
PRJDB4107	SAMD00036135	DRX037658	DRR042024	447426	human oral metagenome	4d76d4e51c5c4c80e7ba70b99fee4fbc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042024/DRR042024.fastq.gz	SAMD00036135
PRJDB4107	SAMD00038007	DRX039482	DRR043932	447426	human oral metagenome	8fa0b4f0e21a9be5ba6ebe9a069e4804	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043932/DRR043932.fastq.gz	SAMD00038007
PRJDB4107	SAMD00038009	DRX039484	DRR043934	447426	human oral metagenome	6894f3625c7bb061d2189b2af06d616a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043934/DRR043934.fastq.gz	SAMD00038009
PRJDB4107	SAMD00038011	DRX039486	DRR043936	447426	human oral metagenome	50e90ac6382f26219da46a8ce5fc4e66	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043936/DRR043936.fastq.gz	SAMD00038011
PRJDB4107	SAMD00036140	DRX037663	DRR042029	447426	human oral metagenome	e5d011f4f82a4275edee4a451851ac9e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042029/DRR042029.fastq.gz	SAMD00036140
PRJDB4107	SAMD00036800	DRX038340	DRR042707	447426	human oral metagenome	c665e00fd59cd2b2ee9299ddff94b0e8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042707/DRR042707.fastq.gz	SAMD00036800
PRJDB4107	SAMD00038013	DRX039488	DRR043938	447426	human oral metagenome	33e7402e77017ce12ec6008cba2e1a93	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043938/DRR043938.fastq.gz	SAMD00038013
PRJDB4107	SAMD00036803	DRX038343	DRR042710	447426	human oral metagenome	8c684d361cce96a8926807cb4217ef9c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042710/DRR042710.fastq.gz	SAMD00036803
PRJDB4107	SAMD00038014	DRX039489	DRR043939	447426	human oral metagenome	dc5a71b9d10599292d1e6eb180242305	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043939/DRR043939.fastq.gz	SAMD00038014
PRJDB4107	SAMD00036804	DRX038344	DRR042711	447426	human oral metagenome	2524bd453b299a15996fb8358afe437c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042711/DRR042711.fastq.gz	SAMD00036804
PRJDB4107	SAMD00038016	DRX039491	DRR043941	447426	human oral metagenome	32d2827981da98d1c23310e6f52fc6bd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043941/DRR043941.fastq.gz	SAMD00038016
PRJDB4107	SAMD00036816	DRX038356	DRR042723	447426	human oral metagenome	c434ddbdc0b25078686e5f9ccec62f84	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042723/DRR042723.fastq.gz	SAMD00036816
PRJDB4107	SAMD00038019	DRX039494	DRR043944	447426	human oral metagenome	984705dcf892c6d65b5f24fc5751a675	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043944/DRR043944.fastq.gz	SAMD00038019
PRJDB4107	SAMD00038025	DRX039500	DRR043950	447426	human oral metagenome	81bfc8f0c0542f29984497d14f1adb61	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043950/DRR043950.fastq.gz	SAMD00038025
PRJDB4107	SAMD00036817	DRX038357	DRR042724	447426	human oral metagenome	e6657f09cf14a5524d244637e9eed198	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042724/DRR042724.fastq.gz	SAMD00036817
PRJDB4107	SAMD00038032	DRX039507	DRR043957	447426	human oral metagenome	de3f78a028c7e446292b2e79d014a4c1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043957/DRR043957.fastq.gz	SAMD00038032
PRJDB4107	SAMD00036819	DRX038359	DRR042726	447426	human oral metagenome	2b8f9647847542edc318a11179b93cdc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042726/DRR042726.fastq.gz	SAMD00036819
PRJDB4107	SAMD00038033	DRX039508	DRR043958	447426	human oral metagenome	b758d45743712e858ad6756839d4808d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043958/DRR043958.fastq.gz	SAMD00038033
PRJDB4107	SAMD00036821	DRX038361	DRR042728	447426	human oral metagenome	24f92b887a19dc704f3af142e1917265	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042728/DRR042728.fastq.gz	SAMD00036821
PRJDB4107	SAMD00038039	DRX039514	DRR043964	447426	human oral metagenome	c44cc7ab8516dcdbf3ee6dc034a2d7d5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043964/DRR043964.fastq.gz	SAMD00038039
PRJDB4107	SAMD00036822	DRX038362	DRR042729	447426	human oral metagenome	021fd283ab2db420aa1d7e683f9d0309	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042729/DRR042729.fastq.gz	SAMD00036822
PRJDB4107	SAMD00036823	DRX038363	DRR042730	447426	human oral metagenome	6757799976be8eae9f8fb9425cc7d334	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042730/DRR042730.fastq.gz	SAMD00036823
PRJDB4107	SAMD00038040	DRX039515	DRR043965	447426	human oral metagenome	e8baff539c98403d913c0f08870f4558	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043965/DRR043965.fastq.gz	SAMD00038040
PRJDB4107	SAMD00036824	DRX038364	DRR042731	447426	human oral metagenome	1e15c512f9e68f0004aa01329e3a3eb9	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042731/DRR042731.fastq.gz	SAMD00036824
PRJDB4107	SAMD00036829	DRX038369	DRR042736	447426	human oral metagenome	1d16b89a3cdc4be5342e2d3f5a3c63a6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042736/DRR042736.fastq.gz	SAMD00036829
PRJDB4107	SAMD00036831	DRX038371	DRR042738	447426	human oral metagenome	6a0e7375b4711cefd786761fd202216d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042738/DRR042738.fastq.gz	SAMD00036831
PRJDB4107	SAMD00038041	DRX039516	DRR043966	447426	human oral metagenome	c763b10b01dfc2d3cd26ef8227bb7fde	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043966/DRR043966.fastq.gz	SAMD00038041
PRJDB4107	SAMD00038043	DRX039518	DRR043968	447426	human oral metagenome	77229ca57f1e6d6fb8360ade6e10a6bf	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043968/DRR043968.fastq.gz	SAMD00038043
PRJDB4107	SAMD00038044	DRX039519	DRR043969	447426	human oral metagenome	3cd5dc7d9f4385b9526aaec135ba85b0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043969/DRR043969.fastq.gz	SAMD00038044
PRJDB4107	SAMD00038045	DRX039520	DRR043970	447426	human oral metagenome	a81eba2e951bce0d5068e2a02a809ec0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043970/DRR043970.fastq.gz	SAMD00038045
PRJDB4107	SAMD00038047	DRX039522	DRR043972	447426	human oral metagenome	a2cede2bbbe47e61454c46d95e5b92b0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043972/DRR043972.fastq.gz	SAMD00038047
PRJDB4107	SAMD00038050	DRX039525	DRR043975	447426	human oral metagenome	c5f7c8bba084dbdfb43fe90a392a2a68	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043975/DRR043975.fastq.gz	SAMD00038050
PRJDB4107	SAMD00036835	DRX038375	DRR042742	447426	human oral metagenome	6feaad96a6769b4a8469f74f92ea2cb3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042742/DRR042742.fastq.gz	SAMD00036835
PRJDB4107	SAMD00038054	DRX039529	DRR043979	447426	human oral metagenome	9ca8e43bc60856dc0246a6ce1b0de4b4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR043/DRR043979/DRR043979.fastq.gz	SAMD00038054
PRJDB4107	SAMD00036838	DRX038378	DRR042745	447426	human oral metagenome	619c8ef26e038f27c04e3ab353c934d8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR042/DRR042745/DRR042745.fastq.gz	SAMD00036838
